Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,20,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,26,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,30,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,2,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,36,1
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,43,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,5,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,24,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,23,1
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,20,1
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,26,1
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,18,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,13,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,7,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5,3,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,4,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,9,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000001,9,1,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,5,10,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,5,15,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,4,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,32,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,34,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,15,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,18,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,33,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,20,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,18,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,46,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,43,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX SALINARIUS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,1,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,6,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,1,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,6,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,7,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,14,0
2007-08-15,1,80,71,76.0,67,70,0,11,0.23,29.17,29.89,3.4,7,5.8,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,6,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,10,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,44,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,32,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
2007-08-16,1,77,65,71.0,64,67,0,6,0.0,29.28,29.97,3.6,1,5.7,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,1
